X	Y
0.25	0.25
0.25	0.25
0.25	0.25
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.24504716023472461	0.2742701442469868
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.24504716023472461	0.2742701442469868
0.24510625915621861	0.2763100823700666
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.24504716023472461	0.2742701442469868
0.24510625915621861	0.2763100823700666
0.24464443161905583	0.2782886160787452
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.24504716023472461	0.2742701442469868
0.24510625915621861	0.2763100823700666
0.24464443161905583	0.2782886160787452
0.24351094946106194	0.28102805171178846
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
0.24618692086821597	0.2540963107516103
0.24379308799045213	0.25909299037293093
0.24329758268745214	0.2647751533903353
0.2442798350911215	0.2700859109949885
0.24504716023472461	0.2742701442469868
0.24510625915621861	0.2763100823700666
0.24464443161905583	0.2782886160787452
0.24351094946106194	0.28102805171178846
0.2413337274567093	0.28318674946426275
0.25	0.25
0.25	0.25
0.24919487209029934	0.2507994837575879
