X	Y
0.25	0.25
0.25	0.25
0.25	0.25
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.23278462541478673	0.2633295945715767
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.23278462541478673	0.2633295945715767
0.22914120647903818	0.26659363629324284
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.23278462541478673	0.2633295945715767
0.22914120647903818	0.26659363629324284
0.225104846250651	0.26812296357960597
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.23278462541478673	0.2633295945715767
0.22914120647903818	0.26659363629324284
0.225104846250651	0.26812296357960597
0.22020046203862478	0.2709413480216225
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
0.24651146694921727	0.25357028110543545
0.24323896671137227	0.25658163501957487
0.23969607658033878	0.2596304975959085
0.23615590857527677	0.2621992196159358
0.23278462541478673	0.2633295945715767
0.22914120647903818	0.26659363629324284
0.225104846250651	0.26812296357960597
0.22020046203862478	0.2709413480216225
0.21569757338231121	0.2727278344415197
0.25	0.25
0.25	0.25
0.24928505441704218	0.25080817213619144
